"1", "2", "3", "4", "5"
0.308, 0.52, 0.048, 0.082, 0.042
0.014, 0.014, 0.036, 0.066, 0.87
0.038, 0.114, 0.628, 0.164, 0.056
0.144, 0.158, 0.228, 0.098, 0.372
0.018, 0.014, 0.002, 0.09, 0.876
0.052, 0.042, 0.058, 0.81, 0.038
0.2, 0.586, 0.02, 0.162, 0.032
0.192, 0.238, 0.312, 0.156, 0.102
0.168, 0.476, 0.144, 0.1, 0.112
0.248, 0.138, 0.194, 0.076, 0.344
0.238, 0.146, 0.046, 0.236, 0.334
0.17, 0.194, 0.224, 0.292, 0.12
0.142, 0.102, 0.288, 0.366, 0.102
0.152, 0.132, 0.22, 0.294, 0.202
0.398, 0.192, 0.182, 0.13, 0.098
0.136, 0.154, 0.17, 0.376, 0.164
0.26, 0.182, 0.342, 0.164, 0.052
0.25, 0.31, 0.222, 0.162, 0.056
0.136, 0.114, 0.076, 0.188, 0.486
0.124, 0.23, 0.362, 0.142, 0.142
0.066, 0.058, 0.616, 0.172, 0.088
0.2, 0.24, 0.258, 0.206, 0.096
0.24, 0.192, 0.19, 0.258, 0.12
0.238, 0.15, 0.36, 0.164, 0.088
0.232, 0.39, 0.036, 0.154, 0.188
0.012, 0.026, 0.06, 0.07, 0.832
0.206, 0.11, 0.08, 0.44, 0.164
0.07, 0.062, 0.112, 0.052, 0.704
0.07, 0.29, 0.046, 0.2, 0.394
0.298, 0.152, 0.196, 0.256, 0.098
0.092, 0.222, 0.59, 0.058, 0.038
0.054, 0.094, 0.594, 0.16, 0.098
0.124, 0.174, 0.278, 0.192, 0.232
0.38, 0.198, 0.098, 0.256, 0.068
0.056, 0.082, 0.192, 0.226, 0.444
0.346, 0.39, 0.064, 0.156, 0.044
0.018, 0.03, 0.046, 0.052, 0.854
0.132, 0.526, 0.172, 0.092, 0.078
0.246, 0.24, 0.186, 0.194, 0.134
0.116, 0.084, 0.562, 0.174, 0.064
0.254, 0.124, 0.296, 0.22, 0.106
0.38, 0.19, 0.184, 0.174, 0.072
0.502, 0.132, 0.056, 0.282, 0.028
0.01, 0.064, 0.116, 0.126, 0.684
0.256, 0.172, 0.162, 0.186, 0.224
0.144, 0.112, 0.248, 0.392, 0.104
0.16, 0.202, 0.168, 0.29, 0.18
0.288, 0.19, 0.152, 0.208, 0.162
0.608, 0.252, 0.03, 0.044, 0.066
0.262, 0.186, 0.368, 0.094, 0.09
0.094, 0.284, 0.348, 0.18, 0.094
0.666, 0.08, 0.076, 0.144, 0.034
0.236, 0.334, 0.092, 0.206, 0.132
0.186, 0.248, 0.188, 0.136, 0.242
0.202, 0.094, 0.05, 0.234, 0.42
0.156, 0.104, 0.18, 0.36, 0.2
0.072, 0.72, 0.03, 0.144, 0.034
0.186, 0.124, 0.286, 0.282, 0.122
0.128, 0.278, 0.15, 0.314, 0.13
0.072, 0.152, 0.264, 0.128, 0.384
0.512, 0.042, 0.346, 0.036, 0.064
0.228, 0.274, 0.154, 0.226, 0.118
0.104, 0.112, 0.084, 0.568, 0.132
0.452, 0.084, 0.044, 0.304, 0.116
0.44, 0.242, 0.078, 0.218, 0.022
0.538, 0.086, 0.19, 0.122, 0.064
0.15, 0.096, 0.13, 0.092, 0.532
0.11, 0.742, 0.074, 0.04, 0.034
0.212, 0.104, 0.284, 0.172, 0.228
0.164, 0.166, 0.214, 0.32, 0.136
0.164, 0.286, 0.312, 0.122, 0.116
0.114, 0.552, 0.078, 0.158, 0.098
0.202, 0.436, 0.182, 0.118, 0.062
0.142, 0.188, 0.304, 0.2, 0.166
0.3, 0.224, 0.174, 0.166, 0.136
0.144, 0.096, 0.146, 0.104, 0.51
0.154, 0.228, 0.214, 0.296, 0.108
0.066, 0.5, 0.194, 0.18, 0.06
0.324, 0.224, 0.146, 0.212, 0.094
0.292, 0.124, 0.126, 0.262, 0.196
0.132, 0.324, 0.02, 0.118, 0.406
0.122, 0.126, 0.42, 0.286, 0.046
0.172, 0.26, 0.29, 0.244, 0.034
0.238, 0.444, 0.152, 0.146, 0.02
0.106, 0.146, 0.03, 0.356, 0.362
0.074, 0.104, 0.522, 0.206, 0.094
0.05, 0.052, 0.57, 0.144, 0.184
0.212, 0.126, 0.074, 0.144, 0.444
0.134, 0.18, 0.264, 0.268, 0.154
0.076, 0.168, 0.124, 0.346, 0.286
0.128, 0.192, 0.19, 0.188, 0.302
0.05, 0.138, 0.308, 0.206, 0.298
0.142, 0.062, 0.634, 0.152, 0.01
0.54, 0.104, 0.188, 0.134, 0.034
0.166, 0.322, 0.242, 0.142, 0.128
0.266, 0.152, 0.216, 0.15, 0.216
0.328, 0.124, 0.112, 0.316, 0.12
0.072, 0.03, 0.046, 0.7, 0.152
0.226, 0.234, 0.212, 0.184, 0.144
0.202, 0.294, 0.246, 0.166, 0.092
0.162, 0.116, 0.528, 0.116, 0.078
0.434, 0.122, 0.104, 0.104, 0.236
0.274, 0.248, 0.152, 0.17, 0.156
0.304, 0.278, 0.184, 0.124, 0.11
0.05, 0.058, 0.044, 0.084, 0.764
0.718, 0.078, 0.076, 0.096, 0.032
0.146, 0.284, 0.18, 0.302, 0.088
0.158, 0.21, 0.16, 0.226, 0.246
0.036, 0.008, 0.832, 0.06, 0.064
0.236, 0.208, 0.17, 0.158, 0.228
0.072, 0.106, 0.348, 0.174, 0.3
0.286, 0.278, 0.042, 0.2, 0.194
0.162, 0.146, 0.258, 0.126, 0.308
0.046, 0.04, 0.778, 0.116, 0.02
0.138, 0.092, 0.178, 0.094, 0.498
0.116, 0.232, 0.238, 0.204, 0.21
0.03, 0.054, 0.02, 0.844, 0.052
0.488, 0.296, 0.08, 0.124, 0.012
0.192, 0.1, 0.35, 0.212, 0.146
0.114, 0.164, 0.064, 0.25, 0.408
0.114, 0.146, 0.15, 0.324, 0.266
0.372, 0.32, 0.046, 0.192, 0.07
0.138, 0.228, 0.322, 0.138, 0.174
0.168, 0.138, 0.128, 0.312, 0.254
0.156, 0.182, 0.162, 0.186, 0.314
0.052, 0.11, 0.06, 0.49, 0.288
0.072, 0.09, 0.178, 0.152, 0.508
0.182, 0.532, 0.096, 0.15, 0.04
0.294, 0.186, 0.188, 0.208, 0.124
0.01, 0, 0.982, 0.004, 0.004
0.166, 0.224, 0.364, 0.19, 0.056
0.134, 0.612, 0.038, 0.208, 0.008
0.046, 0.026, 0.07, 0.054, 0.804
0.17, 0.12, 0.028, 0.464, 0.218
0.138, 0.166, 0.226, 0.306, 0.164
0.066, 0.074, 0.154, 0.08, 0.626
0.188, 0.166, 0.204, 0.218, 0.224
0.168, 0.064, 0.648, 0.04, 0.08
0.292, 0.31, 0.092, 0.15, 0.156
0.054, 0.068, 0.156, 0.644, 0.078
0.198, 0.28, 0.11, 0.18, 0.232
0.15, 0.17, 0.012, 0.092, 0.576
0.206, 0.208, 0.16, 0.29, 0.136
0.132, 0.566, 0.168, 0.046, 0.088
0.216, 0.28, 0.256, 0.158, 0.09
0.22, 0.23, 0.278, 0.118, 0.154
0.074, 0.092, 0.548, 0.154, 0.132
0.134, 0.122, 0.122, 0.568, 0.054
0.168, 0.148, 0.15, 0.246, 0.288
0.148, 0.298, 0.138, 0.238, 0.178
0.308, 0.106, 0.072, 0.064, 0.45
0.086, 0.092, 0.054, 0.246, 0.522
0.266, 0.184, 0.172, 0.25, 0.128
0.26, 0.214, 0.22, 0.168, 0.138
0.07, 0.094, 0.2, 0.416, 0.22
0.258, 0.246, 0.16, 0.16, 0.176
0.238, 0.19, 0.258, 0.222, 0.092
0.05, 0.084, 0.042, 0.798, 0.026
0.264, 0.232, 0.21, 0.182, 0.112
0.22, 0.294, 0.114, 0.33, 0.042
0.174, 0.128, 0.252, 0.344, 0.102
0.216, 0.272, 0.134, 0.168, 0.21
0.73, 0.136, 0.006, 0.042, 0.086
0.288, 0.256, 0.214, 0.118, 0.124
0.486, 0.298, 0.082, 0.062, 0.072
0.166, 0.172, 0.228, 0.15, 0.284
0.224, 0.438, 0.088, 0.16, 0.09
0.208, 0.168, 0.208, 0.312, 0.104
0.074, 0.074, 0.026, 0.78, 0.046
0.164, 0.708, 0.02, 0.096, 0.012
0.508, 0.188, 0.066, 0.202, 0.036
0.22, 0.126, 0.076, 0.41, 0.168
0.2, 0.238, 0.286, 0.196, 0.08
0.066, 0.04, 0.032, 0.028, 0.834
0.182, 0.182, 0.184, 0.254, 0.198
0.356, 0.06, 0.326, 0.16, 0.098
0.062, 0.102, 0.09, 0.256, 0.49
0.152, 0.046, 0.026, 0.704, 0.072
0.118, 0.148, 0.124, 0.508, 0.102
0.094, 0.122, 0.064, 0.372, 0.348
0.168, 0.206, 0.276, 0.14, 0.21
0.288, 0.166, 0.19, 0.266, 0.09
0.148, 0.154, 0.184, 0.166, 0.348
0.166, 0.21, 0.212, 0.196, 0.216
0.148, 0.104, 0.474, 0.176, 0.098
0.146, 0.258, 0.006, 0.164, 0.426
0.15, 0.18, 0.088, 0.514, 0.068
0.174, 0.39, 0.118, 0.244, 0.074
0.476, 0.106, 0.038, 0.248, 0.132
0.238, 0.216, 0.156, 0.242, 0.148
0.074, 0.058, 0.632, 0.18, 0.056
0.052, 0.172, 0.716, 0.044, 0.016
0.52, 0.064, 0.164, 0.168, 0.084
0.372, 0.136, 0.258, 0.114, 0.12
0.02, 0.01, 0.002, 0.938, 0.03
0.15, 0.12, 0.546, 0.094, 0.09
0.036, 0.024, 0.016, 0.914, 0.01
0.272, 0.22, 0.046, 0.136, 0.326
0.15, 0.286, 0.242, 0.264, 0.058
0.278, 0.176, 0.084, 0.196, 0.266
0.102, 0.108, 0.064, 0.194, 0.532
0.24, 0.4, 0.066, 0.246, 0.048
0.026, 0.002, 0.176, 0.748, 0.048
0.248, 0.178, 0.034, 0.156, 0.384
0.04, 0.11, 0.062, 0.066, 0.722
0.156, 0.292, 0.196, 0.24, 0.116
0.134, 0.3, 0.132, 0.35, 0.084
0.352, 0.21, 0.152, 0.21, 0.076
0.494, 0.152, 0.062, 0.136, 0.156
0.418, 0.26, 0.102, 0.182, 0.038
0.166, 0.22, 0.148, 0.372, 0.094
0.068, 0.1, 0.116, 0.47, 0.246
0.118, 0.124, 0.084, 0.346, 0.328
0.186, 0.368, 0.148, 0.138, 0.16
0.048, 0.104, 0.644, 0.178, 0.026
0.008, 0.014, 0.956, 0.012, 0.01
0.07, 0.126, 0.176, 0.294, 0.334
0.01, 0, 0.922, 0.05, 0.018
0.328, 0.32, 0.16, 0.13, 0.062
0.186, 0.164, 0.362, 0.164, 0.124
0.072, 0.846, 0, 0.024, 0.058
0.03, 0.046, 0.464, 0.114, 0.346
0.108, 0.23, 0.376, 0.162, 0.124
0.198, 0.082, 0.01, 0.082, 0.628
0.016, 0.034, 0.914, 0.004, 0.032
0.396, 0.22, 0.092, 0.188, 0.104
0.414, 0.168, 0.132, 0.212, 0.074
0.21, 0.35, 0.216, 0.13, 0.094
0.06, 0.174, 0.346, 0.23, 0.19
0.182, 0.136, 0.116, 0.526, 0.04
0.51, 0.3, 0.048, 0.1, 0.042
0.216, 0.324, 0.14, 0.24, 0.08
0.238, 0.192, 0.208, 0.256, 0.106
0.364, 0.214, 0.094, 0.044, 0.284
0.186, 0.186, 0.26, 0.26, 0.108
0.248, 0.332, 0.346, 0.058, 0.016
0.136, 0.354, 0.304, 0.09, 0.116
0.006, 0.022, 0.044, 0.082, 0.846
0.09, 0.116, 0.322, 0.154, 0.318
0.068, 0.07, 0.108, 0.1, 0.654
0.13, 0.08, 0.312, 0.37, 0.108
0.32, 0.312, 0.16, 0.162, 0.046
0.14, 0.164, 0.368, 0.138, 0.19
0.01, 0.02, 0.008, 0.876, 0.086
0.038, 0.064, 0.04, 0.068, 0.79
0.274, 0.234, 0.054, 0.172, 0.266
0.36, 0.252, 0.122, 0.114, 0.152
0.214, 0.186, 0.082, 0.196, 0.322
0.104, 0.128, 0.148, 0.506, 0.114
0.11, 0.794, 0.03, 0.05, 0.016
0.052, 0.042, 0.016, 0.078, 0.812
0.266, 0.294, 0.156, 0.178, 0.106
0.198, 0.172, 0.288, 0.192, 0.15
0.67, 0.144, 0.008, 0.054, 0.124
0.416, 0.322, 0.104, 0.142, 0.016
0.066, 0.094, 0.434, 0.312, 0.094
0.186, 0.116, 0.158, 0.192, 0.348
0.156, 0.258, 0.106, 0.268, 0.212
0.186, 0.418, 0.144, 0.132, 0.12
0.316, 0.23, 0.074, 0.292, 0.088
0.192, 0.19, 0.386, 0.082, 0.15
0.302, 0.16, 0.056, 0.44, 0.042
0.402, 0.24, 0.124, 0.122, 0.112
0.252, 0.216, 0.174, 0.194, 0.164
0.204, 0.134, 0.184, 0.336, 0.142
0.264, 0.136, 0.348, 0.166, 0.086
0.16, 0.342, 0.232, 0.162, 0.104
0.058, 0.038, 0.054, 0.106, 0.744
0.468, 0.188, 0.052, 0.152, 0.14
0.22, 0.278, 0.186, 0.272, 0.044
0.236, 0.18, 0.294, 0.178, 0.112
0.314, 0.24, 0.268, 0.166, 0.012
0.188, 0.202, 0.206, 0.292, 0.112
0.248, 0.186, 0.19, 0.202, 0.174
0.136, 0.614, 0.022, 0.086, 0.142
0.106, 0.614, 0.1, 0.118, 0.062
0.306, 0.4, 0.084, 0.16, 0.05
0.084, 0.37, 0.17, 0.31, 0.066
0.226, 0.228, 0.156, 0.128, 0.262
0.338, 0.252, 0.03, 0.216, 0.164
0.086, 0.11, 0.55, 0.2, 0.054
0.106, 0.346, 0.308, 0.202, 0.038
0.358, 0.224, 0.056, 0.164, 0.198
0.112, 0.12, 0.222, 0.422, 0.124
0.016, 0.086, 0.152, 0.226, 0.52
0.178, 0.098, 0.086, 0.164, 0.474
0.25, 0.164, 0.094, 0.466, 0.026
0.126, 0.208, 0.306, 0.252, 0.108
0.182, 0.144, 0.042, 0.352, 0.28
0.182, 0.162, 0.11, 0.146, 0.4
0.064, 0.076, 0.454, 0.334, 0.072
0.348, 0.524, 0.008, 0.114, 0.006
0.218, 0.162, 0.17, 0.28, 0.17
0.244, 0.134, 0.194, 0.374, 0.054
0.214, 0.27, 0.17, 0.26, 0.086
0.092, 0.216, 0.174, 0.23, 0.288
0.214, 0.156, 0.068, 0.332, 0.23
0.356, 0.28, 0.17, 0.108, 0.086
0.178, 0.488, 0.156, 0.116, 0.062
0.018, 0.038, 0.81, 0.126, 0.008
0.128, 0.126, 0.344, 0.304, 0.098
0.09, 0.118, 0.49, 0.198, 0.104
0.362, 0.234, 0.036, 0.112, 0.256
0.312, 0.184, 0.218, 0.194, 0.092
0.016, 0.116, 0.682, 0.124, 0.062
0.064, 0.058, 0.04, 0.824, 0.014
0.128, 0.2, 0.242, 0.204, 0.226
0.176, 0.23, 0.426, 0.082, 0.086
0.57, 0.352, 0.032, 0.038, 0.008
0.178, 0.152, 0.37, 0.12, 0.18
0.12, 0.094, 0.068, 0.42, 0.298
0.304, 0.248, 0.114, 0.164, 0.17
0.118, 0.11, 0.042, 0.71, 0.02
0.046, 0.052, 0.106, 0.09, 0.706
0.088, 0.062, 0.046, 0.556, 0.248
0.168, 0.142, 0.284, 0.078, 0.328
0.218, 0.176, 0.066, 0.296, 0.244
0.188, 0.078, 0.158, 0.402, 0.174
0.786, 0.166, 0.016, 0.03, 0.002
0.086, 0.054, 0.298, 0.41, 0.152
0.206, 0.39, 0.068, 0.22, 0.116
0.158, 0.162, 0.14, 0.228, 0.312
0.14, 0.216, 0.066, 0.152, 0.426
0.006, 0.788, 0.004, 0.198, 0.004
0.52, 0.23, 0.036, 0.082, 0.132
0.628, 0.206, 0.056, 0.094, 0.016
0.094, 0.154, 0.426, 0.124, 0.202
0.16, 0.286, 0.23, 0.188, 0.136
0.338, 0.214, 0.086, 0.258, 0.104
0.146, 0.32, 0.258, 0.206, 0.07
0.096, 0.142, 0.068, 0.14, 0.554
0.032, 0.234, 0.16, 0.246, 0.328
0.096, 0.144, 0.264, 0.344, 0.152
0.062, 0.034, 0.016, 0.882, 0.006
0.232, 0.134, 0.35, 0.182, 0.102
0.12, 0.164, 0.25, 0.232, 0.234
0.272, 0.144, 0.04, 0.248, 0.296
0.078, 0.148, 0.112, 0.508, 0.154
0.53, 0.15, 0.122, 0.15, 0.048
0.446, 0.32, 0.038, 0.094, 0.102
0.066, 0.408, 0.182, 0.2, 0.144
0.074, 0.752, 0.094, 0.048, 0.032
0.204, 0.182, 0.178, 0.194, 0.242
0.342, 0.2, 0.01, 0.108, 0.34
0.366, 0.26, 0.14, 0.1, 0.134
0.102, 0.662, 0.056, 0.07, 0.11
0.186, 0.092, 0.148, 0.22, 0.354
0.012, 0.036, 0.092, 0.846, 0.014
0.05, 0.036, 0.036, 0.66, 0.218
0.254, 0.246, 0.174, 0.084, 0.242
0.19, 0.136, 0.306, 0.204, 0.164
0.376, 0.128, 0.152, 0.316, 0.028
0.212, 0.656, 0.014, 0.046, 0.072
0.176, 0.53, 0.038, 0.194, 0.062
0.336, 0.184, 0.084, 0.226, 0.17
0.224, 0.404, 0.042, 0.128, 0.202
0.438, 0.278, 0.024, 0.168, 0.092
0.13, 0.09, 0.104, 0.15, 0.526
0.234, 0.164, 0.234, 0.246, 0.122
0.056, 0.098, 0.188, 0.418, 0.24
0.194, 0.17, 0.208, 0.242, 0.186
0.184, 0.104, 0.074, 0.614, 0.024
0.142, 0.204, 0.53, 0.102, 0.022
0.248, 0.428, 0.072, 0.176, 0.076
0.058, 0.224, 0.14, 0.086, 0.492
0.136, 0.286, 0.088, 0.414, 0.076
0.042, 0.128, 0.122, 0.556, 0.152
0.284, 0.114, 0.344, 0.182, 0.076
0.07, 0.094, 0.08, 0.162, 0.594
0.218, 0.216, 0.216, 0.202, 0.148
0.178, 0.208, 0.178, 0.254, 0.182
0.51, 0.166, 0.038, 0.268, 0.018
0.138, 0.628, 0.056, 0.158, 0.02
0.372, 0.206, 0.11, 0.19, 0.122
0.548, 0.202, 0.028, 0.11, 0.112
0.044, 0.106, 0.196, 0.592, 0.062
0.304, 0.124, 0.256, 0.242, 0.074
0.268, 0.31, 0.184, 0.21, 0.028
0.006, 0.008, 0.078, 0.018, 0.89
0.094, 0.15, 0.328, 0.312, 0.116
0.338, 0.354, 0.08, 0.164, 0.064
0.224, 0.374, 0.218, 0.094, 0.09
0.41, 0.15, 0.254, 0.108, 0.078
0.18, 0.242, 0.212, 0.216, 0.15
0.508, 0.146, 0.046, 0.136, 0.164
0.028, 0.03, 0.02, 0.052, 0.87
0.31, 0.282, 0.058, 0.14, 0.21
0.284, 0.142, 0.074, 0.186, 0.314
0.21, 0.168, 0.14, 0.194, 0.288
0.136, 0.166, 0.292, 0.204, 0.202
0.034, 0.154, 0.044, 0.194, 0.574
0.082, 0.072, 0.134, 0.246, 0.466
0.282, 0.332, 0.106, 0.202, 0.078
0.07, 0.088, 0.488, 0.222, 0.132
0.166, 0.262, 0.224, 0.226, 0.122
0.238, 0.2, 0.334, 0.09, 0.138
0.156, 0.056, 0.112, 0.152, 0.524
0.486, 0.35, 0.03, 0.056, 0.078
0.06, 0.164, 0.07, 0.668, 0.038
0.424, 0.27, 0.104, 0.138, 0.064
0.156, 0.216, 0.184, 0.304, 0.14
0.182, 0.114, 0.294, 0.236, 0.174
0.164, 0.23, 0.18, 0.198, 0.228
0.2, 0.24, 0.146, 0.278, 0.136
0.18, 0.158, 0.254, 0.252, 0.156
0.354, 0.226, 0.1, 0.3, 0.02
0.046, 0.112, 0.094, 0.336, 0.412
0.222, 0.116, 0.184, 0.236, 0.242
0.192, 0.254, 0.128, 0.222, 0.204
0.176, 0.508, 0.032, 0.154, 0.13
0.162, 0.274, 0.098, 0.146, 0.32
0.196, 0.07, 0.12, 0.12, 0.494
0.104, 0.218, 0.106, 0.458, 0.114
0.038, 0.064, 0.798, 0.078, 0.022
0.686, 0.052, 0.128, 0.052, 0.082
0.064, 0.01, 0, 0.042, 0.884
0.034, 0.036, 0.032, 0.07, 0.828
0.34, 0.222, 0.124, 0.142, 0.172
0.142, 0.192, 0.226, 0.274, 0.166
0.202, 0.088, 0.198, 0.384, 0.128
0.126, 0.082, 0.062, 0.436, 0.294
0.188, 0.448, 0.052, 0.116, 0.196
0.17, 0.084, 0.066, 0.482, 0.198
0.024, 0.014, 0.022, 0.056, 0.884
0.018, 0.03, 0.204, 0.044, 0.704
0.14, 0.154, 0.29, 0.14, 0.276
0.096, 0.122, 0.658, 0.102, 0.022
0.404, 0.164, 0.21, 0.162, 0.06
0.172, 0.154, 0.084, 0.356, 0.234
0.222, 0.196, 0.19, 0.348, 0.044
0.47, 0.212, 0.14, 0.076, 0.102
0.186, 0.262, 0.29, 0.152, 0.11
0.188, 0.146, 0.182, 0.326, 0.158
0.12, 0.198, 0.358, 0.164, 0.16
0.07, 0.05, 0.112, 0.048, 0.72
0.44, 0.232, 0.064, 0.14, 0.124
0.158, 0.146, 0.38, 0.228, 0.088
0.384, 0.164, 0.126, 0.244, 0.082
0.198, 0.206, 0.184, 0.22, 0.192
0.048, 0.038, 0.794, 0.08, 0.04
0.328, 0.096, 0.326, 0.18, 0.07
0.24, 0.13, 0.212, 0.322, 0.096
0.222, 0.196, 0.232, 0.308, 0.042
0.214, 0.294, 0.076, 0.158, 0.258
0.106, 0.49, 0.158, 0.094, 0.152
0.206, 0.222, 0.184, 0.196, 0.192
0.026, 0.018, 0.018, 0.104, 0.834
0.146, 0.056, 0.112, 0.664, 0.022
0.188, 0.208, 0.216, 0.246, 0.142
0.052, 0.084, 0.136, 0.27, 0.458
0.022, 0.034, 0.888, 0.036, 0.02
0.18, 0.344, 0.088, 0.198, 0.19
0.186, 0.17, 0.5, 0.094, 0.05
0.306, 0.192, 0.094, 0.242, 0.166
0.366, 0.156, 0.136, 0.286, 0.056
0.158, 0.32, 0.13, 0.252, 0.14
0.098, 0.184, 0.28, 0.282, 0.156
0.072, 0.122, 0.212, 0.194, 0.4
0.3, 0.242, 0.228, 0.106, 0.124
0.15, 0.11, 0.318, 0.148, 0.274
0.106, 0.114, 0.514, 0.174, 0.092
0.3, 0.286, 0.216, 0.116, 0.082
0.098, 0.128, 0.14, 0.518, 0.116
0.31, 0.138, 0.258, 0.178, 0.116
0.144, 0.276, 0.328, 0.102, 0.15
0.15, 0.15, 0.186, 0.234, 0.28
0.34, 0.166, 0.064, 0.396, 0.034
0.242, 0.438, 0.114, 0.162, 0.044
0.256, 0.272, 0.156, 0.208, 0.108
0.202, 0.162, 0.082, 0.214, 0.34
0.334, 0.214, 0.074, 0.33, 0.048
0.172, 0.1, 0.382, 0.266, 0.08
0.268, 0.172, 0.312, 0.174, 0.074
0.206, 0.11, 0.064, 0.4, 0.22
0.106, 0.178, 0.046, 0.464, 0.206
0.234, 0.308, 0.184, 0.128, 0.146
0.098, 0.076, 0.224, 0.216, 0.386
0.354, 0.108, 0.326, 0.134, 0.078
0.174, 0.252, 0.296, 0.194, 0.084
0.926, 0.022, 0.018, 0.018, 0.016
0.212, 0.164, 0.342, 0.212, 0.07
0.054, 0.03, 0.108, 0.046, 0.762
0.428, 0.196, 0.136, 0.12, 0.12
0.066, 0.132, 0.29, 0.112, 0.4
0.416, 0.122, 0.084, 0.154, 0.224
0.364, 0.278, 0.184, 0.146, 0.028
0.124, 0.108, 0.068, 0.28, 0.42
0.018, 0.026, 0.022, 0.074, 0.86
0.382, 0.242, 0.034, 0.3, 0.042
0.254, 0.25, 0.112, 0.256, 0.128
0.186, 0.17, 0.206, 0.342, 0.096
0.47, 0.228, 0.118, 0.122, 0.062
0.056, 0.042, 0.04, 0.822, 0.04
0.28, 0.134, 0.04, 0.17, 0.376
0.294, 0.118, 0.276, 0.226, 0.086
0.378, 0.102, 0.022, 0.318, 0.18
0.502, 0.306, 0.026, 0.124, 0.042
0.246, 0.23, 0.126, 0.156, 0.242
0.26, 0.272, 0.086, 0.372, 0.01
0.46, 0.4, 0.006, 0.088, 0.046
0.136, 0.124, 0.236, 0.31, 0.194
0.586, 0.218, 0.142, 0.042, 0.012
0.036, 0.05, 0.05, 0.79, 0.074
0.134, 0.092, 0.032, 0.126, 0.616
0.234, 0.358, 0.168, 0.11, 0.13
0.13, 0.192, 0.23, 0.132, 0.316
0.02, 0.034, 0.83, 0.032, 0.084
0.184, 0.258, 0.292, 0.12, 0.146
0.126, 0.126, 0.046, 0.232, 0.47
0.304, 0.108, 0.126, 0.208, 0.254
0.166, 0.26, 0.092, 0.184, 0.298
0.004, 0.008, 0.966, 0.014, 0.008
0.07, 0.098, 0.44, 0.15, 0.242
0.278, 0.2, 0.3, 0.108, 0.114
0.254, 0.206, 0.064, 0.126, 0.35
0.128, 0.152, 0.098, 0.374, 0.248
0.204, 0.176, 0.226, 0.17, 0.224
0.1, 0.212, 0.302, 0.296, 0.09
0.324, 0.232, 0.124, 0.198, 0.122
0.366, 0.14, 0.036, 0.194, 0.264
0.264, 0.166, 0.268, 0.216, 0.086
0.166, 0.126, 0.08, 0.154, 0.474
0.06, 0.042, 0.722, 0.13, 0.046
0.07, 0.512, 0.12, 0.27, 0.028
0.264, 0.558, 0.014, 0.058, 0.106
0.28, 0.278, 0.09, 0.18, 0.172
0.16, 0.182, 0.158, 0.332, 0.168
0.13, 0.162, 0.388, 0.154, 0.166
0.23, 0.174, 0.282, 0.15, 0.164
0.166, 0.214, 0.038, 0.546, 0.036
0.358, 0.292, 0.06, 0.234, 0.056
0.198, 0.378, 0.114, 0.23, 0.08
0.438, 0.23, 0.082, 0.168, 0.082
0.214, 0.328, 0.232, 0.138, 0.088
0.25, 0.192, 0.144, 0.344, 0.07
0.056, 0.156, 0.424, 0.242, 0.122
0.08, 0.09, 0.054, 0.758, 0.018
0.134, 0.234, 0.1, 0.162, 0.37
0.166, 0.31, 0.076, 0.222, 0.226
0.236, 0.186, 0.24, 0.164, 0.174
0.42, 0.288, 0.102, 0.132, 0.058
0.604, 0.214, 0.034, 0.076, 0.072
0.298, 0.068, 0.1, 0.258, 0.276
0.13, 0.2, 0.182, 0.32, 0.168
0.376, 0.16, 0.16, 0.228, 0.076
0.81, 0.068, 0.012, 0.08, 0.03
0.098, 0.214, 0.23, 0.196, 0.262
0.3, 0.252, 0.084, 0.232, 0.132
0.084, 0.112, 0.276, 0.442, 0.086
0.354, 0.274, 0.168, 0.096, 0.108
0.338, 0.27, 0.072, 0.312, 0.008
0.286, 0.308, 0.184, 0.09, 0.132
0.208, 0.2, 0.138, 0.218, 0.236
0.176, 0.132, 0.222, 0.258, 0.212
0.132, 0.172, 0.244, 0.35, 0.102
0.172, 0.188, 0.358, 0.156, 0.126
0.28, 0.306, 0.114, 0.156, 0.144
0.296, 0.508, 0.062, 0.128, 0.006
0.39, 0.1, 0.214, 0.264, 0.032
0.308, 0.294, 0.18, 0.156, 0.062
0.01, 0.016, 0.006, 0.012, 0.956
0.406, 0.172, 0.074, 0.304, 0.044
0.066, 0.116, 0.05, 0.642, 0.126
0.32, 0.092, 0.138, 0.242, 0.208
0.598, 0.066, 0.014, 0.068, 0.254
0.106, 0.222, 0.176, 0.316, 0.18
0.432, 0.244, 0.086, 0.178, 0.06
0.1, 0.342, 0.284, 0.188, 0.086
0.436, 0.19, 0.094, 0.206, 0.074
0.228, 0.2, 0.218, 0.278, 0.076
0.114, 0.288, 0.148, 0.254, 0.196
0.114, 0.224, 0.242, 0.216, 0.204
0.214, 0.372, 0.136, 0.196, 0.082
0.354, 0.326, 0.022, 0.214, 0.084
0.214, 0.234, 0.152, 0.272, 0.128
0.09, 0.188, 0.206, 0.366, 0.15
0.104, 0.146, 0.106, 0.268, 0.376
0.126, 0.126, 0.154, 0.14, 0.454
0.216, 0.188, 0.382, 0.132, 0.082
0.1, 0.11, 0.184, 0.116, 0.49
0.42, 0.27, 0.08, 0.2, 0.03
0.014, 0.008, 0.01, 0.966, 0.002
0.24, 0.204, 0.064, 0.222, 0.27
