"1", "2", "3", "4", "5"
0.572, 0.284, 0.006, 0.106, 0.032
0.248, 0.312, 0.11, 0.138, 0.192
0.24, 0.212, 0.13, 0.254, 0.164
0.392, 0.234, 0.09, 0.124, 0.16
0.22, 0.204, 0.216, 0.244, 0.116
0.23, 0.166, 0.254, 0.26, 0.09
0.1, 0.578, 0.068, 0.132, 0.122
0.486, 0.324, 0.046, 0.106, 0.038
0.562, 0.192, 0.094, 0.13, 0.022
0.312, 0.228, 0.156, 0.202, 0.102
0.2, 0.228, 0.282, 0.2, 0.09
0.162, 0.146, 0.272, 0.268, 0.152
0.242, 0.378, 0.124, 0.12, 0.136
0.192, 0.324, 0.228, 0.212, 0.044
0.074, 0.208, 0.316, 0.244, 0.158
0.284, 0.224, 0.266, 0.124, 0.102
0.08, 0.518, 0.098, 0.194, 0.11
0.118, 0.442, 0.146, 0.126, 0.168
0.196, 0.236, 0.152, 0.254, 0.162
0.918, 0.026, 0.022, 0.016, 0.018
0.34, 0.266, 0.188, 0.108, 0.098
0.404, 0.176, 0.122, 0.186, 0.112
0.19, 0.342, 0.162, 0.188, 0.118
0.49, 0.17, 0.116, 0.148, 0.076
0.426, 0.194, 0.256, 0.058, 0.066
0.302, 0.32, 0.052, 0.172, 0.154
0.474, 0.384, 0.088, 0.03, 0.024
0.352, 0.296, 0.146, 0.112, 0.094
0.422, 0.29, 0.138, 0.128, 0.022
0.282, 0.098, 0.176, 0.22, 0.224
0.236, 0.11, 0.22, 0.3, 0.134
0.052, 0.174, 0.254, 0.272, 0.248
0.274, 0.15, 0.27, 0.158, 0.148
0.046, 0.128, 0.296, 0.35, 0.18
0.362, 0.246, 0.064, 0.186, 0.142
0.18, 0.158, 0.228, 0.296, 0.138
0.382, 0.21, 0.202, 0.13, 0.076
0.2, 0.238, 0.19, 0.274, 0.098
0.246, 0.202, 0.212, 0.228, 0.112
0.232, 0.256, 0.356, 0.124, 0.032
0.236, 0.168, 0.236, 0.214, 0.146
0.198, 0.196, 0.324, 0.178, 0.104
0.232, 0.134, 0.072, 0.314, 0.248
0.376, 0.216, 0.188, 0.172, 0.048
0.472, 0.172, 0.138, 0.204, 0.014
0.322, 0.226, 0.018, 0.29, 0.144
0.116, 0.29, 0.2, 0.252, 0.142
0.322, 0.128, 0.252, 0.138, 0.16
0.424, 0.256, 0.014, 0.198, 0.108
0.126, 0.19, 0.218, 0.274, 0.192
0.28, 0.338, 0.062, 0.16, 0.16
0.276, 0.22, 0.166, 0.198, 0.14
0.432, 0.32, 0.046, 0.046, 0.156
0.19, 0.186, 0.254, 0.236, 0.134
0.152, 0.168, 0.272, 0.226, 0.182
0.228, 0.318, 0.214, 0.146, 0.094
0.238, 0.17, 0.288, 0.202, 0.102
0.254, 0.382, 0.082, 0.198, 0.084
0.192, 0.242, 0.196, 0.204, 0.166
0.116, 0.234, 0.096, 0.492, 0.062
0.18, 0.336, 0.166, 0.17, 0.148
0.216, 0.35, 0.114, 0.146, 0.174
0.342, 0.28, 0.066, 0.194, 0.118
0.262, 0.27, 0.324, 0.086, 0.058
0.366, 0.256, 0.166, 0.084, 0.128
0.264, 0.204, 0.15, 0.26, 0.122
0.3, 0.246, 0.124, 0.208, 0.122
0.266, 0.272, 0.228, 0.18, 0.054
0.154, 0.444, 0.058, 0.194, 0.15
0.046, 0.198, 0.464, 0.18, 0.112
0.164, 0.25, 0.194, 0.222, 0.17
0.256, 0.258, 0.094, 0.348, 0.044
0.288, 0.224, 0.136, 0.178, 0.174
0.404, 0.23, 0.054, 0.12, 0.192
0.22, 0.408, 0.136, 0.14, 0.096
0.192, 0.178, 0.236, 0.234, 0.16
0.28, 0.25, 0.08, 0.238, 0.152
0.246, 0.336, 0.152, 0.24, 0.026
0.23, 0.362, 0.084, 0.11, 0.214
0.276, 0.314, 0.098, 0.21, 0.102
0.57, 0.178, 0.01, 0.156, 0.086
0.24, 0.252, 0.228, 0.192, 0.088
0.134, 0.574, 0.066, 0.156, 0.07
0.286, 0.16, 0.342, 0.162, 0.05
0.284, 0.196, 0.26, 0.174, 0.086
0.372, 0.238, 0.046, 0.118, 0.226
0.296, 0.244, 0.214, 0.156, 0.09
0.53, 0.258, 0.018, 0.182, 0.012
0.22, 0.178, 0.248, 0.222, 0.132
0.116, 0.228, 0.248, 0.268, 0.14
0.236, 0.328, 0.118, 0.206, 0.112
0.25, 0.278, 0.144, 0.142, 0.186
0.148, 0.23, 0.126, 0.28, 0.216
0.262, 0.332, 0.098, 0.152, 0.156
0.244, 0.234, 0.212, 0.206, 0.104
0.318, 0.228, 0.146, 0.122, 0.186
0.206, 0.472, 0.074, 0.12, 0.128
0.25, 0.244, 0.218, 0.184, 0.104
0.358, 0.352, 0.104, 0.124, 0.062
0.27, 0.236, 0.158, 0.242, 0.094
0.376, 0.37, 0.08, 0.056, 0.118
0.17, 0.208, 0.212, 0.216, 0.194
0.206, 0.174, 0.19, 0.12, 0.31
0.116, 0.168, 0.552, 0.1, 0.064
0.224, 0.174, 0.268, 0.18, 0.154
0.198, 0.204, 0.354, 0.144, 0.1
0.278, 0.168, 0.062, 0.348, 0.144
0.468, 0.198, 0.07, 0.156, 0.108
0.434, 0.342, 0.064, 0.108, 0.052
0.318, 0.204, 0.194, 0.186, 0.098
0.524, 0.238, 0.096, 0.09, 0.052
0.11, 0.256, 0.242, 0.276, 0.116
0.19, 0.442, 0.14, 0.102, 0.126
0.248, 0.338, 0.13, 0.184, 0.1
0.118, 0.138, 0.1, 0.252, 0.392
0.404, 0.302, 0.084, 0.098, 0.112
0.296, 0.264, 0.044, 0.254, 0.142
0.098, 0.088, 0.086, 0.184, 0.544
0.334, 0.192, 0.14, 0.168, 0.166
0.064, 0.17, 0.236, 0.092, 0.438
0.364, 0.228, 0.14, 0.156, 0.112
0.47, 0.202, 0.026, 0.14, 0.162
0.286, 0.326, 0.162, 0.186, 0.04
0.22, 0.28, 0.12, 0.2, 0.18
0.19, 0.254, 0.22, 0.228, 0.108
0.62, 0.294, 0.024, 0.056, 0.006
0.252, 0.54, 0.07, 0.1, 0.038
0.078, 0.126, 0.616, 0.034, 0.146
0.44, 0.26, 0.074, 0.112, 0.114
0.21, 0.282, 0.194, 0.14, 0.174
0.282, 0.27, 0.22, 0.116, 0.112
0.234, 0.236, 0.192, 0.22, 0.118
0.238, 0.21, 0.144, 0.29, 0.118
0.3, 0.23, 0.156, 0.152, 0.162
0.226, 0.228, 0.396, 0.11, 0.04
0.24, 0.172, 0.134, 0.388, 0.066
0.16, 0.234, 0.234, 0.246, 0.126
0.272, 0.202, 0.266, 0.124, 0.136
0.174, 0.24, 0.18, 0.244, 0.162
0.256, 0.21, 0.19, 0.264, 0.08
0.104, 0.274, 0.348, 0.13, 0.144
0.232, 0.294, 0.232, 0.2, 0.042
0.398, 0.364, 0.068, 0.112, 0.058
0.182, 0.164, 0.13, 0.338, 0.186
0.524, 0.294, 0.02, 0.084, 0.078
0.194, 0.214, 0.182, 0.252, 0.158
0.21, 0.23, 0.212, 0.25, 0.098
0.272, 0.192, 0.236, 0.234, 0.066
0.348, 0.276, 0.072, 0.272, 0.032
0.358, 0.144, 0.144, 0.304, 0.05
0.12, 0.166, 0.566, 0.098, 0.05
0.18, 0.226, 0.316, 0.194, 0.084
0.13, 0.492, 0.1, 0.15, 0.128
0.206, 0.364, 0.122, 0.186, 0.122
0.544, 0.226, 0.09, 0.108, 0.032
0.314, 0.272, 0.044, 0.174, 0.196
0.198, 0.198, 0.16, 0.33, 0.114
0.26, 0.278, 0.212, 0.17, 0.08
0.312, 0.26, 0.128, 0.234, 0.066
0.256, 0.274, 0.2, 0.188, 0.082
0.322, 0.558, 0.022, 0.02, 0.078
0.484, 0.298, 0.064, 0.072, 0.082
0.26, 0.412, 0.008, 0.128, 0.192
0.476, 0.18, 0.168, 0.088, 0.088
0.23, 0.424, 0.1, 0.122, 0.124
0.262, 0.184, 0.22, 0.152, 0.182
0.372, 0.268, 0.062, 0.282, 0.016
0.21, 0.23, 0.142, 0.212, 0.206
0.168, 0.16, 0.076, 0.472, 0.124
0.306, 0.364, 0.048, 0.26, 0.022
0.654, 0.262, 0.044, 0.018, 0.022
0.054, 0.326, 0.052, 0.496, 0.072
0.3, 0.12, 0.128, 0.274, 0.178
0.324, 0.356, 0.04, 0.156, 0.124
0.238, 0.288, 0.144, 0.186, 0.144
0.11, 0.154, 0.134, 0.192, 0.41
0.314, 0.158, 0.202, 0.232, 0.094
0.154, 0.176, 0.246, 0.27, 0.154
0.458, 0.36, 0.08, 0.054, 0.048
0.342, 0.166, 0.106, 0.208, 0.178
0.266, 0.282, 0.192, 0.16, 0.1
0.362, 0.198, 0.122, 0.238, 0.08
0.514, 0.186, 0.07, 0.138, 0.092
0.228, 0.21, 0.272, 0.158, 0.132
0.424, 0.216, 0.032, 0.106, 0.222
0.346, 0.232, 0.06, 0.324, 0.038
0.206, 0.136, 0.224, 0.328, 0.106
0.128, 0.302, 0.242, 0.224, 0.104
0.128, 0.154, 0.322, 0.184, 0.212
0.414, 0.426, 0.018, 0.114, 0.028
0.25, 0.628, 0.024, 0.05, 0.048
0.136, 0.336, 0.108, 0.344, 0.076
0.216, 0.196, 0.22, 0.182, 0.186
0.308, 0.302, 0.148, 0.178, 0.064
0.212, 0.276, 0.094, 0.234, 0.184
0.262, 0.192, 0.282, 0.184, 0.08
0.19, 0.164, 0.042, 0.508, 0.096
0.482, 0.2, 0.048, 0.186, 0.084
0.504, 0.172, 0.104, 0.172, 0.048
0.244, 0.41, 0.032, 0.252, 0.062
0.268, 0.152, 0.022, 0.524, 0.034
0.174, 0.494, 0.112, 0.182, 0.038
0.28, 0.416, 0.048, 0.248, 0.008
0.28, 0.144, 0.202, 0.29, 0.084
0.434, 0.176, 0.042, 0.146, 0.202
0.326, 0.478, 0.07, 0.102, 0.024
0.408, 0.192, 0.138, 0.188, 0.074
0.196, 0.26, 0.178, 0.284, 0.082
0.244, 0.552, 0.112, 0.054, 0.038
0.498, 0.192, 0.076, 0.066, 0.168
0.134, 0.484, 0.12, 0.198, 0.064
0.272, 0.28, 0.182, 0.156, 0.11
0.252, 0.318, 0.298, 0.072, 0.06
0.212, 0.256, 0.24, 0.202, 0.09
0.244, 0.2, 0.122, 0.328, 0.106
0.228, 0.29, 0.24, 0.148, 0.094
0.41, 0.134, 0.072, 0.244, 0.14
0.382, 0.4, 0.048, 0.124, 0.046
0.334, 0.222, 0.164, 0.188, 0.092
0.424, 0.342, 0.052, 0.076, 0.106
0.204, 0.308, 0.166, 0.184, 0.138
0.314, 0.248, 0.06, 0.192, 0.186
0.352, 0.12, 0.19, 0.226, 0.112
0.296, 0.202, 0.166, 0.196, 0.14
0.302, 0.32, 0.026, 0.23, 0.122
0.22, 0.216, 0.216, 0.236, 0.112
0.256, 0.368, 0.048, 0.158, 0.17
0.674, 0.266, 0.018, 0.03, 0.012
0.286, 0.198, 0.156, 0.21, 0.15
0.294, 0.126, 0.172, 0.306, 0.102
0.48, 0.204, 0.12, 0.108, 0.088
0.34, 0.35, 0.082, 0.158, 0.07
0.146, 0.154, 0.146, 0.298, 0.256
0.3, 0.368, 0.13, 0.16, 0.042
0.398, 0.2, 0.15, 0.128, 0.124
0.174, 0.354, 0.134, 0.216, 0.122
0.204, 0.038, 0.03, 0.25, 0.478
0.252, 0.504, 0.196, 0.042, 0.006
0.472, 0.232, 0.022, 0.256, 0.018
0.402, 0.214, 0.13, 0.132, 0.122
0.24, 0.144, 0.126, 0.208, 0.282
0.272, 0.224, 0.084, 0.226, 0.194
0.218, 0.204, 0.182, 0.216, 0.18
0.13, 0.202, 0.342, 0.182, 0.144
0.248, 0.176, 0.234, 0.278, 0.064
0.404, 0.174, 0.116, 0.256, 0.05
0.3, 0.324, 0.048, 0.154, 0.174
0.454, 0.18, 0.014, 0.212, 0.14
0.118, 0.248, 0.296, 0.264, 0.074
0.328, 0.274, 0.158, 0.13, 0.11
0.346, 0.198, 0.12, 0.238, 0.098
0.322, 0.26, 0.076, 0.18, 0.162
0.448, 0.274, 0.028, 0.188, 0.062
0.408, 0.248, 0.124, 0.122, 0.098
0.182, 0.216, 0.202, 0.246, 0.154
0.112, 0.492, 0.098, 0.146, 0.152
0.154, 0.308, 0.168, 0.244, 0.126
0.14, 0.168, 0.34, 0.254, 0.098
0.26, 0.224, 0.166, 0.258, 0.092
0.2, 0.184, 0.174, 0.3, 0.142
0.17, 0.222, 0.168, 0.188, 0.252
0.454, 0.128, 0.136, 0.146, 0.136
0.312, 0.22, 0.206, 0.092, 0.17
0.38, 0.27, 0.028, 0.13, 0.192
0.364, 0.274, 0.036, 0.186, 0.14
0.324, 0.294, 0.068, 0.17, 0.144
0.578, 0.08, 0.182, 0.108, 0.052
0.486, 0.186, 0.12, 0.122, 0.086
0.37, 0.22, 0.156, 0.164, 0.09
0.152, 0.124, 0.082, 0.188, 0.454
0.064, 0.198, 0.32, 0.202, 0.216
0.63, 0.23, 0.018, 0.088, 0.034
0.274, 0.342, 0.092, 0.1, 0.192
0.23, 0.168, 0.244, 0.204, 0.154
0.268, 0.174, 0.212, 0.18, 0.166
0.384, 0.27, 0.04, 0.162, 0.144
0.054, 0.184, 0.378, 0.164, 0.22
0.274, 0.142, 0.266, 0.194, 0.124
0.208, 0.236, 0.214, 0.208, 0.134
0.402, 0.248, 0.018, 0.144, 0.188
0.05, 0.836, 0.104, 0.004, 0.006
0.314, 0.208, 0.216, 0.148, 0.114
0.312, 0.372, 0.062, 0.15, 0.104
0.234, 0.216, 0.2, 0.224, 0.126
0.21, 0.15, 0.372, 0.16, 0.108
0.41, 0.174, 0.112, 0.212, 0.092
0.222, 0.136, 0.258, 0.246, 0.138
0.162, 0.082, 0.044, 0.418, 0.294
0.34, 0.25, 0.218, 0.132, 0.06
0.2, 0.15, 0.084, 0.364, 0.202
0.542, 0.162, 0.072, 0.084, 0.14
0.328, 0.146, 0.024, 0.206, 0.296
0.188, 0.194, 0.306, 0.246, 0.066
0.182, 0.294, 0.282, 0.152, 0.09
0.314, 0.222, 0.158, 0.16, 0.146
0.248, 0.204, 0.272, 0.142, 0.134
0.196, 0.522, 0.07, 0.164, 0.048
0.472, 0.218, 0.08, 0.098, 0.132
0.12, 0.49, 0.096, 0.208, 0.086
0.34, 0.212, 0.21, 0.158, 0.08
0.314, 0.274, 0.104, 0.18, 0.128
0.182, 0.188, 0.198, 0.266, 0.166
0.252, 0.44, 0.118, 0.108, 0.082
0.18, 0.188, 0.112, 0.402, 0.118
0.294, 0.146, 0.242, 0.212, 0.106
0.49, 0.292, 0.042, 0.102, 0.074
0.104, 0.2, 0.266, 0.29, 0.14
0.336, 0.278, 0.028, 0.134, 0.224
0.038, 0.024, 0.014, 0.882, 0.042
0.224, 0.236, 0.154, 0.212, 0.174
0.266, 0.39, 0.106, 0.142, 0.096
0.282, 0.288, 0.128, 0.21, 0.092
0.238, 0.182, 0.104, 0.442, 0.034
0.264, 0.418, 0.086, 0.122, 0.11
0.108, 0.204, 0.29, 0.254, 0.144
0.11, 0.058, 0.08, 0.684, 0.068
0.214, 0.264, 0.13, 0.248, 0.144
0.296, 0.228, 0.19, 0.122, 0.164
0.246, 0.268, 0.164, 0.162, 0.16
0.348, 0.188, 0.256, 0.126, 0.082
0.25, 0.372, 0.024, 0.144, 0.21
0.494, 0.282, 0.032, 0.07, 0.122
0.158, 0.234, 0.202, 0.238, 0.168
0.222, 0.336, 0.154, 0.22, 0.068
0.018, 0.576, 0.164, 0.152, 0.09
0.26, 0.188, 0.204, 0.224, 0.124
0.426, 0.268, 0.022, 0.09, 0.194
0.204, 0.3, 0.098, 0.306, 0.092
0.304, 0.228, 0.112, 0.096, 0.26
0.272, 0.182, 0.22, 0.2, 0.126
0.228, 0.346, 0.144, 0.172, 0.11
0.172, 0.344, 0.204, 0.204, 0.076
0.33, 0.092, 0.228, 0.234, 0.116
0.042, 0.274, 0.336, 0.224, 0.124
0.378, 0.162, 0.23, 0.168, 0.062
0.154, 0.086, 0.12, 0.386, 0.254
0.324, 0.13, 0.006, 0.072, 0.468
0.124, 0.388, 0.152, 0.252, 0.084
0.674, 0.174, 0.068, 0.056, 0.028
0.412, 0.2, 0.088, 0.154, 0.146
0.216, 0.202, 0.248, 0.214, 0.12
0.12, 0.114, 0.184, 0.506, 0.076
0.162, 0.114, 0.032, 0.228, 0.464
0.066, 0.116, 0.11, 0.552, 0.156
0.292, 0.33, 0.188, 0.118, 0.072
0.28, 0.206, 0.216, 0.222, 0.076
0.1, 0.078, 0.082, 0.238, 0.502
0.2, 0.286, 0.19, 0.192, 0.132
0.224, 0.17, 0.308, 0.186, 0.112
0.342, 0.246, 0.146, 0.21, 0.056
0.226, 0.34, 0.104, 0.188, 0.142
0.126, 0.626, 0.084, 0.082, 0.082
0.23, 0.264, 0.17, 0.218, 0.118
0.144, 0.16, 0.256, 0.266, 0.174
0.17, 0.46, 0.156, 0.146, 0.068
0.262, 0.15, 0.176, 0.244, 0.168
0.198, 0.176, 0.202, 0.252, 0.172
0.322, 0.436, 0.092, 0.112, 0.038
0.382, 0.196, 0.176, 0.186, 0.06
0.322, 0.238, 0.18, 0.214, 0.046
0.39, 0.252, 0.112, 0.11, 0.136
0.224, 0.218, 0.282, 0.17, 0.106
0.342, 0.252, 0.046, 0.124, 0.236
0.124, 0.218, 0.292, 0.22, 0.146
0.048, 0.158, 0.408, 0.206, 0.18
0.234, 0.18, 0.24, 0.192, 0.154
0.292, 0.296, 0.108, 0.132, 0.172
0.402, 0.338, 0.02, 0.088, 0.152
0.324, 0.132, 0.094, 0.096, 0.354
0.202, 0.278, 0.268, 0.118, 0.134
0.3, 0.182, 0.234, 0.172, 0.112
0.296, 0.356, 0.144, 0.144, 0.06
0.342, 0.34, 0.104, 0.162, 0.052
0.582, 0.178, 0.044, 0.092, 0.104
0.154, 0.308, 0.21, 0.23, 0.098
0.184, 0.134, 0.162, 0.31, 0.21
0.418, 0.312, 0.078, 0.146, 0.046
0.162, 0.182, 0.222, 0.286, 0.148
0.144, 0.214, 0.18, 0.242, 0.22
0.312, 0.224, 0.176, 0.172, 0.116
0.222, 0.398, 0.14, 0.126, 0.114
0.464, 0.156, 0.066, 0.176, 0.138
0.286, 0.216, 0.196, 0.192, 0.11
0.218, 0.222, 0.224, 0.222, 0.114
0.24, 0.408, 0.076, 0.194, 0.082
0.232, 0.376, 0.074, 0.15, 0.168
0.168, 0.272, 0.142, 0.328, 0.09
0.234, 0.232, 0.164, 0.23, 0.14
0.248, 0.456, 0.034, 0.132, 0.13
0.094, 0.162, 0.256, 0.304, 0.184
0.046, 0.778, 0.054, 0.07, 0.052
0.206, 0.156, 0.22, 0.32, 0.098
0.11, 0.108, 0.112, 0.482, 0.188
0.328, 0.16, 0.072, 0.248, 0.192
0.154, 0.446, 0.128, 0.178, 0.094
0.2, 0.356, 0.174, 0.136, 0.134
0.226, 0.154, 0.14, 0.326, 0.154
0.286, 0.238, 0.23, 0.152, 0.094
0.348, 0.198, 0.156, 0.152, 0.146
0.306, 0.184, 0.148, 0.202, 0.16
0.11, 0.13, 0.114, 0.572, 0.074
0.296, 0.15, 0.042, 0.104, 0.408
0.16, 0.166, 0.15, 0.412, 0.112
0.324, 0.23, 0.098, 0.194, 0.154
0.19, 0.158, 0.292, 0.24, 0.12
0.29, 0.308, 0.148, 0.182, 0.072
0.288, 0.286, 0.134, 0.208, 0.084
0.342, 0.178, 0.072, 0.154, 0.254
0.428, 0.268, 0.046, 0.084, 0.174
0.264, 0.28, 0.15, 0.21, 0.096
0.386, 0.14, 0.198, 0.214, 0.062
0.092, 0.188, 0.114, 0.13, 0.476
0.36, 0.268, 0.064, 0.134, 0.174
0.192, 0.232, 0.266, 0.214, 0.096
0.218, 0.466, 0.092, 0.126, 0.098
0.326, 0.324, 0.016, 0.212, 0.122
0.174, 0.148, 0.348, 0.22, 0.11
0.164, 0.14, 0.196, 0.268, 0.232
0.232, 0.26, 0.15, 0.256, 0.102
0.26, 0.278, 0.228, 0.156, 0.078
0.246, 0.402, 0.158, 0.156, 0.038
0.35, 0.306, 0.068, 0.114, 0.162
0.218, 0.19, 0.28, 0.192, 0.12
0.334, 0.298, 0.102, 0.124, 0.142
0.17, 0.324, 0.048, 0.394, 0.064
0.412, 0.23, 0.098, 0.116, 0.144
0.5, 0.094, 0.014, 0.082, 0.31
0.038, 0.618, 0.028, 0.262, 0.054
0.154, 0.264, 0.138, 0.288, 0.156
0.326, 0.256, 0.182, 0.15, 0.086
0.112, 0.22, 0.31, 0.232, 0.126
0.316, 0.17, 0.172, 0.22, 0.122
0.214, 0.244, 0.182, 0.198, 0.162
0.206, 0.152, 0.222, 0.278, 0.142
0.31, 0.178, 0.132, 0.252, 0.128
0.252, 0.256, 0.244, 0.13, 0.118
0.184, 0.256, 0.154, 0.28, 0.126
0.118, 0.22, 0.312, 0.176, 0.174
0.316, 0.152, 0.228, 0.196, 0.108
0.184, 0.18, 0.016, 0.51, 0.11
0.236, 0.266, 0.132, 0.208, 0.158
0.24, 0.28, 0.148, 0.22, 0.112
0.184, 0.21, 0.216, 0.158, 0.232
0.234, 0.29, 0.126, 0.238, 0.112
0.226, 0.218, 0.276, 0.18, 0.1
0.156, 0.206, 0.286, 0.18, 0.172
0.31, 0.3, 0.114, 0.248, 0.028
0.372, 0.412, 0.102, 0.068, 0.046
0.184, 0.362, 0.256, 0.098, 0.1
0.232, 0.166, 0.252, 0.234, 0.116
0.18, 0.254, 0.036, 0.222, 0.308
0.704, 0.226, 0.02, 0.018, 0.032
0.272, 0.234, 0.092, 0.258, 0.144
0.32, 0.286, 0.166, 0.168, 0.06
0.372, 0.362, 0.044, 0.194, 0.028
0.172, 0.17, 0.102, 0.156, 0.4
0.278, 0.256, 0.12, 0.25, 0.096
0.084, 0.216, 0.222, 0.386, 0.092
0.578, 0.236, 0.012, 0.038, 0.136
0.388, 0.158, 0.196, 0.176, 0.082
0.238, 0.234, 0.196, 0.128, 0.204
0.182, 0.372, 0.204, 0.152, 0.09
0.544, 0.088, 0.126, 0.186, 0.056
0.262, 0.222, 0.306, 0.14, 0.07
0.196, 0.542, 0.11, 0.076, 0.076
0.398, 0.274, 0.008, 0.144, 0.176
0.42, 0.132, 0.144, 0.216, 0.088
0.392, 0.25, 0.068, 0.204, 0.086
0.058, 0.444, 0.216, 0.242, 0.04
0.252, 0.222, 0.178, 0.28, 0.068
0.386, 0.196, 0.134, 0.188, 0.096
0.132, 0.63, 0.078, 0.11, 0.05
0.252, 0.218, 0.014, 0.17, 0.346
0.272, 0.164, 0.182, 0.322, 0.06
0.282, 0.156, 0.2, 0.288, 0.074
0.232, 0.174, 0.144, 0.354, 0.096
0.226, 0.238, 0.202, 0.2, 0.134
0.114, 0.122, 0.31, 0.19, 0.264
0.522, 0.21, 0.036, 0.22, 0.012
0.318, 0.218, 0.2, 0.128, 0.136
0.538, 0.24, 0.098, 0.04, 0.084
0.08, 0.218, 0.18, 0.32, 0.202
0.212, 0.226, 0.15, 0.322, 0.09
0.268, 0.324, 0.188, 0.158, 0.062
0.164, 0.488, 0.18, 0.144, 0.024
0.398, 0.338, 0.052, 0.138, 0.074
0.242, 0.2, 0.182, 0.326, 0.05
0.164, 0.146, 0.044, 0.534, 0.112
0.214, 0.168, 0.122, 0.348, 0.148
0.31, 0.186, 0.248, 0.172, 0.084
0.886, 0.04, 0.002, 0.03, 0.042
0.654, 0.252, 0.024, 0.054, 0.016
0.248, 0.252, 0.166, 0.208, 0.126
0.234, 0.342, 0.076, 0.212, 0.136
0.582, 0.32, 0.028, 0.03, 0.04
0.324, 0.226, 0.024, 0.198, 0.228
0.088, 0.11, 0.088, 0.38, 0.334
0.244, 0.36, 0.156, 0.102, 0.138
0.294, 0.184, 0.204, 0.178, 0.14
0.156, 0.2, 0.354, 0.188, 0.102
0.324, 0.322, 0.136, 0.132, 0.086
0.244, 0.268, 0.2, 0.164, 0.124
0.436, 0.348, 0.07, 0.048, 0.098
0.276, 0.358, 0.13, 0.118, 0.118
0.178, 0.31, 0.164, 0.204, 0.144
0.35, 0.224, 0.17, 0.184, 0.072
0.5, 0.296, 0.042, 0.104, 0.058
0.222, 0.222, 0.186, 0.242, 0.128
0.362, 0.212, 0.106, 0.156, 0.164
0.286, 0.318, 0.098, 0.25, 0.048
0.376, 0.532, 0.014, 0.04, 0.038
0.556, 0.214, 0.06, 0.15, 0.02
0.134, 0.184, 0.156, 0.402, 0.124
0.264, 0.294, 0.092, 0.22, 0.13
0.318, 0.218, 0.16, 0.2, 0.104
0.148, 0.438, 0.078, 0.202, 0.134
0.276, 0.194, 0.196, 0.17, 0.164
0.108, 0.074, 0.066, 0.526, 0.226
0.212, 0.136, 0.198, 0.336, 0.118
0.356, 0.102, 0.204, 0.214, 0.124
0.234, 0.18, 0.182, 0.278, 0.126
0.116, 0.132, 0.596, 0.088, 0.068
0.112, 0.128, 0.384, 0.25, 0.126
0.33, 0.262, 0.178, 0.148, 0.082
0.262, 0.372, 0.148, 0.122, 0.096
0.338, 0.188, 0.044, 0.136, 0.294
0.258, 0.232, 0.192, 0.232, 0.086
0.266, 0.272, 0.222, 0.146, 0.094
0.324, 0.268, 0.116, 0.202, 0.09
0.208, 0.238, 0.228, 0.216, 0.11
0.088, 0.218, 0.398, 0.168, 0.128
0.202, 0.206, 0.226, 0.252, 0.114
0.248, 0.44, 0.176, 0.1, 0.036
0.45, 0.244, 0.136, 0.132, 0.038
0.318, 0.152, 0.056, 0.212, 0.262
0.422, 0.366, 0.042, 0.124, 0.046
0.304, 0.316, 0.066, 0.146, 0.168
0.09, 0.834, 0.012, 0.044, 0.02
0.142, 0.214, 0.346, 0.16, 0.138
0.208, 0.17, 0.354, 0.174, 0.094
0.37, 0.314, 0.012, 0.144, 0.16
0.452, 0.43, 0.042, 0.052, 0.024
0.664, 0.162, 0.01, 0.072, 0.092
0.202, 0.286, 0.21, 0.162, 0.14
0.23, 0.108, 0.222, 0.308, 0.132
0.258, 0.252, 0.23, 0.178, 0.082
0.472, 0.36, 0.038, 0.072, 0.058
0.042, 0.134, 0.324, 0.222, 0.278
0.35, 0.156, 0.056, 0.122, 0.316
0.264, 0.224, 0.262, 0.154, 0.096
0.15, 0.208, 0.178, 0.278, 0.186
0.184, 0.182, 0.202, 0.284, 0.148
0.102, 0.136, 0.214, 0.412, 0.136
0.368, 0.192, 0.17, 0.2, 0.07
0.204, 0.152, 0.182, 0.284, 0.178
0.42, 0.188, 0.184, 0.158, 0.05
0.164, 0.41, 0.154, 0.15, 0.122
0.198, 0.54, 0.018, 0.098, 0.146
0.264, 0.204, 0.148, 0.256, 0.128
0.216, 0.144, 0.298, 0.224, 0.118
0.154, 0.35, 0.212, 0.164, 0.12
0.244, 0.254, 0.224, 0.2, 0.078
0.29, 0.36, 0.044, 0.132, 0.174
0.474, 0.346, 0.026, 0.054, 0.1
0.274, 0.072, 0.024, 0.136, 0.494
0.28, 0.418, 0.138, 0.114, 0.05
0.226, 0.218, 0.328, 0.186, 0.042
0.414, 0.228, 0.13, 0.164, 0.064
0.228, 0.21, 0.28, 0.186, 0.096
0.264, 0.198, 0.196, 0.248, 0.094
0.288, 0.156, 0.21, 0.25, 0.096
0.17, 0.332, 0.232, 0.19, 0.076
0.316, 0.246, 0.012, 0.208, 0.218
0.17, 0.192, 0.446, 0.132, 0.06
0.234, 0.18, 0.166, 0.34, 0.08
0.612, 0.116, 0.084, 0.15, 0.038
0.274, 0.212, 0.324, 0.106, 0.084
0.304, 0.216, 0.13, 0.22, 0.13
0.268, 0.174, 0.276, 0.196, 0.086
0.192, 0.274, 0.214, 0.198, 0.122
0.224, 0.172, 0.23, 0.256, 0.118
0.242, 0.476, 0.03, 0.118, 0.134
